Order,Property Id,DOF Gross Floor Area,Largest Property Use Type - Gross Floor Area (ft²),Year Built,Number of Buildings - Self-reported,Occupancy,Site EUI (kBtu/ft²),Weather Normalized Site EUI (kBtu/ft²),Weather Normalized Site Electricity Intensity (kWh/ft²),Weather Normalized Site Natural Gas Intensity (therms/ft²),Water Use (All Water Sources) (kgal),Water Intensity (All Water Sources) (gal/ft²),Latitude,Longitude,Community Board,Census Tract,log_Direct GHG Emissions (Metric Tons CO2e),log_Water Use (All Water Sources) (kgal),log_Water Intensity (All Water Sources) (gal/ft²),Borough_Staten Island,Largest Property Use Type_Adult Education,Largest Property Use Type_Automobile Dealership,Largest Property Use Type_Bank Branch,Largest Property Use Type_College/University,Largest Property Use Type_Convenience Store without Gas Station,Largest Property Use Type_Courthouse,Largest Property Use Type_Distribution Center,Largest Property Use Type_Enclosed Mall,Largest Property Use Type_Financial Office,Largest Property Use Type_Hospital (General Medical & Surgical),Largest Property Use Type_Hotel,Largest Property Use Type_K-12 School,Largest Property Use Type_Library,Largest Property Use Type_Mailing Center/Post Office,Largest Property Use Type_Manufacturing/Industrial Plant,Largest Property Use Type_Medical Office,Largest Property Use Type_Movie Theater,Largest Property Use Type_Multifamily Housing,Largest Property Use Type_Museum,Largest Property Use Type_Non-Refrigerated Warehouse,Largest Property Use Type_Other,Largest Property Use Type_Other - Education,Largest Property Use Type_Other - Entertainment/Public Assembly,Largest Property Use Type_Other - Lodging/Residential,Largest Property Use Type_Other - Mall,Largest Property Use Type_Other - Public Services,Largest Property Use Type_Other - Recreation,Largest Property Use Type_Other - Services,Largest Property Use Type_Other - Specialty Hospital,Largest Property Use Type_Outpatient Rehabilitation/Physical Therapy,Largest Property Use Type_Parking,Largest Property Use Type_Performing Arts,Largest Property Use Type_Pre-school/Daycare,Largest Property Use Type_Refrigerated Warehouse,"Largest Property Use Type_Repair Services (Vehicle, Shoe, Locksmith, etc.)",Largest Property Use Type_Residence Hall/Dormitory,Largest Property Use Type_Residential Care Facility,Largest Property Use Type_Restaurant,Largest Property Use Type_Retail Store,Largest Property Use Type_Self-Storage Facility,Largest Property Use Type_Senior Care Community,Largest Property Use Type_Social/Meeting Hall,Largest Property Use Type_Strip Mall,Largest Property Use Type_Supermarket/Grocery Store,Largest Property Use Type_Urgent Care/Clinic/Other Outpatient,Largest Property Use Type_Wholesale Club/Supercenter,Largest Property Use Type_Worship Facility
4229,4952413,72792.0,77073.0,1951,1,100,60.0,63.9,4.4,0.5,1384.6,17.97,40.770863,-73.964013,8.0,130.0,5.212214667494625,7.233166568243925,2.8887037007954675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9169,4114134,134407.0,135000.0,1976,1,100,116.4,118.2,25.1,0.3,51895.9,384.41,40.667534,-73.996413,7.0,18.0,5.367843429196647,10.85699506796025,5.951709691325923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
322,2271553,62000.0,72000.0,1920,1,100,74.3,74.3,7.4,0.5,134.6,1.87,40.688309999999994,-73.966852,2.0,197.0,5.235377566774162,4.902307417210627,0.6259384308664954,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4261,2797507,135582.0,130000.0,1926,1,100,176.9,181.8,23.1,0.3,11810.7,90.85,40.774549,-73.964003,8.0,130.0,6.772737067304049,9.37676117923846,4.50920979484218,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8059,2609529,56500.0,56552.0,1926,1,100,108.0,107.5,7.3,0.8,4450.9,78.71,40.881313,-73.878395,7.0,431.0,5.540086381985411,8.400861601902092,4.3657702121543585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3313,4023788,139841.0,122335.0,1988,1,100,48.9,50.2,9.5,,,,40.786693,-73.968327,7.0,173.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5778,4864025,75679.0,79462.0,1916,1,100,82.6,89.4,3.6,0.0,3207.8,40.37,40.821896,-73.948254,9.0,227.0,6.015425184552825,8.073340622903277,3.6980869348648495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3545,4038882,136062.0,162140.0,1913,1,100,49.6,52.1,3.2,0.1,4340.6,26.77,40.792388,-73.975316,7.0,179.0,6.033805387597507,8.375767866386886,3.2872818575322613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6191,2665098,56706.0,53000.0,1936,1,100,104.4,103.8,5.4,,3259.0,61.49,40.851434999999995,-73.93809499999999,12.0,273.0,5.831882477283517,8.089175678837561,4.118874559965378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8393,3126890,57053.0,57053.0,1961,1,100,70.1,,,,,,40.852738,-73.863905,11.0,228.0,5.595825999817554,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8323,3204794,70163.0,77179.0,1960,1,100,37.2,39.1,11.5,,3580.9,46.4,40.849868,-73.853306,11.0,254.0,,8.183369444447948,3.8372994592322094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3746,5278418,262287.0,318400.0,1953,1,80,41.4,,,,,,40.758715,-73.974956,5.0,102.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11229,2730710,127009.0,139710.0,1975,1,100,80.5,84.9,5.0,0.7,8859.2,63.41,40.627218,-73.971057,12.0,46201.0,6.143756357450241,9.089211746068703,4.14962157771194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5946,3521032,71418.0,71418.0,1950,1,100,93.9,95.8,5.4,0.8,,,40.837497,-73.94414300000001,12.0,247.0,5.64685932725658,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1573,2646885,137003.0,123177.0,1927,1,100,73.6,79.5,12.2,0.0,1300.9,9.67,40.753840000000004,-73.992272,4.0,111.0,5.764250221423291,7.170811611607514,2.269028309465203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10698,2663778,56000.0,60480.0,1931,1,100,97.0,101.8,4.2,0.8,5718.5,94.55,40.641197999999996,-73.95733,14.0,51602.0,5.611667185748395,8.651461812221271,4.549128795104466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11291,4014223,62640.0,62640.0,1928,1,100,66.2,69.7,2.6,0.6,828.8,13.23,40.606706,-73.98236,11.0,428.0,5.247024072160486,6.719978871505218,2.5824869781268642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10930,2815247,60480.0,70560.0,1938,1,100,53.9,58.2,2.3,0.5,6238.6,88.42,40.634956,-73.990477,12.0,234.0,5.150976778649327,8.738511077216875,4.482098188398097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12548,3529563,101856.0,106949.0,1937,1,100,103.4,111.0,3.3,0.9,3896.6,36.43,,,,,6.278333789302737,8.267859657011787,3.5953926110204724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7376,5980333,89410.0,83424.0,2015,1,100,71.4,74.3,6.9,0.5,,,40.833126,-73.889158,3.0,157.0,5.354697699984144,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12632,3583889,246480.0,253874.0,1959,1,100,80.1,84.7,5.2,0.7,12355.6,48.67,,,,,6.72850898870511,9.421864680578231,3.885062823845363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6946,2817667,61872.0,54502.0,1910,1,100,115.3,118.8,8.1,0.9,,,40.821007,-73.89665,2.0,87.0,5.6153154933338705,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11889,2976671,52200.0,52200.0,1929,1,100,78.0,81.8,3.2,0.7,,,40.577042999999996,-73.96231,13.0,36002.0,5.2192741592075835,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2875,4951990,56935.0,52600.0,2004,1,100,116.1,122.1,15.4,0.7,2354.9,44.77,40.764769,-73.986181,4.0,133.0,5.17953383055807,7.764253542703935,3.8015382722528743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11786,2893911,82495.0,71172.0,2006,1,100,21.8,23.8,2.8,0.1,302.0,4.24,40.635124,-73.929472,18.0,724.0,3.835141961092188,5.71042701737487,1.4445632692438664,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7489,2664610,60900.0,60890.0,1931,1,100,79.5,79.5,5.6,,5190.4,85.24,40.852612,-73.88189200000001,6.0,393.0,5.608738925969307,8.554566044481039,4.445470807230416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8683,2683455,122640.0,131140.0,1927,1,100,111.6,,7.9,0.8,9931.1,75.73,40.879806,-73.905198,8.0,289.0,6.3690444517266105,9.20342652633207,4.327174383125731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2936,2817157,96337.0,109797.0,2008,1,100,65.0,66.7,8.2,0.4,3001.2,27.33,40.769298,-73.986909,4.0,139.0,5.36550861608836,8.006767487671574,3.3079849999399764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11216,3640219,65971.0,65000.0,2008,1,95,37.1,38.7,4.0,0.3,2161.9,33.26,40.630251,-73.971002,14.0,460.0,4.396915247167632,7.678742743660419,3.5043554737647815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7722,2705506,77550.0,77540.0,1941,1,100,69.7,73.8,3.5,0.6,,,40.869953,-73.899488,8.0,26702.0,5.459585514144159,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4113,2386556,206411.0,217275.0,1938,1,100,46.6,,2.9,0.4,,,40.757265000000004,-73.960753,6.0,10601.0,6.063785208687608,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366,2945709,758750.0,387600.0,1973,1,100,20.2,18.9,5.5,,57488.0,148.32,40.704233,-73.946055,1.0,491.0,,10.9593315093533,4.999372101817545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10579,5857384,139808.0,139808.0,1927,1,100,79.9,84.9,3.6,0.0,9918.3,70.94,40.652372,-73.955063,17.0,822.0,6.541607033250923,9.202136814625494,4.261834449345476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3323,2770185,55535.0,55535.0,1951,1,100,69.5,74.3,3.7,0.6,1635.2,29.45,40.789753999999995,-73.968069,7.0,177.0,5.114394528387108,7.3995204000093855,3.3826939100975957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12375,3128945,182842.0,128400.0,2009,1,100,149.6,152.0,33.8,0.4,,,,,,,5.394990253808298,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5393,2617086,134627.0,141654.0,2007,1,100,65.1,67.1,10.6,0.3,3728.3,26.07,40.796902,-73.970135,7.0,187.0,5.368775830196598,8.22370764467078,3.2607852279454104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3098,2721972,186737.0,193653.0,1978,1,100,39.4,41.1,11.3,0.0,6861.3,35.43,40.774916,-73.98278499999999,7.0,153.0,3.214867803470662,8.833652207139423,3.5675589188773804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,4442385,789880.0,70000.0,1955,1,100,46.2,49.9,,0.5,3587.7,51.25,,,,,5.14574876790343,8.185266607642872,3.9367156180185177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1509,5849966,142971.0,142971.0,1930,1,100,89.6,94.5,5.7,0.8,9834.6,68.79,40.753991,-73.997726,4.0,111.0,6.271744289793001,9.193662058923369,4.2310583855379225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10450,4393256,50781.0,50871.0,1927,1,100,99.7,104.1,5.3,0.9,,,40.635134,-73.94788299999999,17.0,786.0,5.394990253808298,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12046,5865328,142398.0,143000.0,2012,1,100,56.4,59.0,6.3,0.4,,,,,,,5.563753830052498,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9348,2988305,55274.0,55274.0,2004,1,100,89.5,95.3,6.1,0.7,2378.1,43.02,40.672915,-73.959685,8.0,217.0,5.2988172415896875,7.774057128511219,3.761665123839584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,2481300,3678000.0,3578561.0,1972,1,100,108.4,110.3,20.5,,99253.6,27.29,40.703383,-74.010138,1.0,9.0,,11.505433469931925,3.306520334720247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6341,2790800,79440.0,92680.0,1937,1,100,90.7,89.8,4.4,0.7,2989.1,32.25,40.868672,-73.92120899999999,12.0,303.0,5.906723318652891,8.00272761772965,3.4735180432417816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10577,2662191,59916.0,63511.0,1935,1,100,85.2,90.6,3.6,0.8,5258.2,82.79,40.652445,-73.95366800000001,17.0,822.0,5.517854422268135,8.56754404184296,4.416307281150715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1164,3120440,128300.0,128300.0,2010,1,100,106.2,108.3,15.1,0.6,5351.6,41.71,40.727167,-73.991536,2.0,57.0,5.895504155962071,8.585150860599464,3.730740908208854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4445,2557733,265980.0,346000.0,1961,1,100,43.2,45.2,3.7,0.3,,,40.768571,-73.96144,8.0,126.0,6.352977767686964,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2931,2874177,107516.0,103612.0,1960,1,100,55.9,,,,,,40.76845,-73.987,4.0,139.0,5.41565585896527,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2141,4924104,66282.0,65043.0,1915,1,100,54.7,53.8,11.9,0.0,2528.4,38.87,40.751712,-73.984491,5.0,84.0,4.1666652238017265,7.835341970598144,3.660222744864132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8117,2740394,109206.0,109206.0,1958,1,100,77.1,82.7,4.0,0.7,3165.0,28.98,40.901183,-73.86276099999999,12.0,45102.0,5.905361848054571,8.059908334578276,3.3666059368925363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14198,4940500,62652.0,62652.0,1962,1,95,104.7,111.0,6.3,0.7,6214.9,99.2,,,,,5.689345426858432,8.734704913710779,4.597138014290827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12651,2747216,53394.0,53394.0,1928,1,100,90.9,95.6,4.0,0.8,5078.7,95.12,,,,,5.384036241950574,8.532810602311313,4.555139252382526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14114,4896944,58300.0,58300.0,1931,1,95,71.8,77.1,3.7,0.6,3260.2,55.92,,,,,5.20893955539682,8.089543822172189,4.0239220979255546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13386,2803909,59500.0,59500.0,1937,1,100,101.2,107.7,3.8,0.9,,,,,,,5.648269764725942,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10451,2730668,50059.0,55065.0,1931,1,100,70.3,73.8,3.5,0.6,7319.8,132.93,40.635422,-73.947916,17.0,786.0,5.1375615876686425,8.898338284177722,4.889822673879508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4030,5833817,71137.0,71137.0,1962,1,100,117.3,126.2,11.4,0.0,5786.2,81.34,40.754692,-73.96806,6.0,98.0,6.010776858140355,8.663231051132945,4.398637900479079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8950,4996673,57750.0,61875.0,1926,1,100,47.2,46.9,5.6,0.3,3334.1,53.88,40.695988,-73.98335,2.0,15.0,4.51085950651685,8.111958056862129,3.986759351542163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7030,3095825,61560.0,71820.0,1953,1,100,26.3,26.0,4.4,0.1,7802.6,108.64,40.848323,-73.906995,5.0,23302.0,3.877431560658527,8.962212290467804,4.688039663810386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3603,2633349,79827.0,91515.0,1928,1,100,81.4,83.7,17.0,0.0,5990.3,65.46,40.757511,-73.98056600000001,5.0,96.0,0.4054651081081644,8.697896773327814,4.181439269073034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8868,3577239,292370.0,289346.0,1969,1,100,74.4,74.4,4.2,0.6,9943.9,34.37,40.888974,-73.916845,8.0,309.0,6.829577497918113,9.204714576824616,3.5371840908617425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6518,4390522,76876.0,70324.0,1920,2,100,92.1,96.8,6.6,0.7,9899.6,128.77,40.818265000000004,-73.916958,1.0,67.0,5.642261618007951,9.200249631266011,4.858027867285693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7575,2667417,75010.0,70000.0,1955,1,100,104.4,,,0.0,1452.7,20.75,40.861182,-73.900159,5.0,23703.0,6.137294995319522,7.281179172878838,3.0325462466767075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7223,3502080,81500.0,81500.0,1929,1,95,88.7,,3.9,0.3,6434.1,78.95,40.841848999999996,-73.919061,4.0,21302.0,6.0014148779611505,8.769367250109026,4.3688147407016515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11347,3538169,96000.0,112000.0,1926,1,100,87.5,92.9,2.7,0.8,7544.6,67.36,40.622725,-73.961621,14.0,534.0,6.139237791397415,8.92858735455471,4.210051369934071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6473,3529360,254780.0,264971.0,1993,1,100,98.2,104.6,5.5,0.9,,,,,,,7.012025200157934,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5938,4937022,63384.0,63384.0,1914,1,100,110.7,110.3,3.4,0.0,7591.2,119.77,40.836721000000004,-73.94538399999999,12.0,247.0,6.127523991515078,8.934744960659549,4.785573236959415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14656,4672024,98058.0,62147.0,2005,1,95,93.2,98.7,7.6,0.7,,,,,,,5.404477562376427,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14088,2801259,150000.0,150000.0,1930,1,100,86.6,90.6,3.9,0.8,,,,,,,6.364578624998487,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13708,4705601,108239.0,109000.0,1951,1,100,109.5,117.5,3.3,1.1,7841.8,71.94,,,,,6.336294616678791,8.967223678829017,4.275832438267478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3735,2817479,62237.0,73187.0,1924,1,100,92.3,97.2,15.0,,2024.2,26.51,40.756962,-73.976256,5.0,94.0,,7.612929839754801,3.277522020300934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5479,4028413,63550.0,66092.0,1964,1,100,79.2,82.9,4.2,,2986.2,45.18,40.799825,-73.97027800000001,7.0,191.0,5.766444235780912,8.001756955092564,3.810654511039857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
